Hugo_Symbol	Entrez_Gene_Id	TCGA-BR-6564-11A-01R-1884-13	TCGA-HU-A4GH-11A-11R-A36D-31	TCGA-IN-8663-11A-01R-2402-13	TCGA-HU-8238-11A-01R-2343-13	TCGA-BR-7716-11A-01R-2055-13	TCGA-FP-7735-11A-01R-2055-13	TCGA-HU-A4GY-11A-11R-A36D-31	TCGA-IN-AB1X-11A-21R-A39E-31	TCGA-CG-5720-11A-01R-1602-13	TCGA-IN-8462-11A-01R-2343-13	TCGA-BR-7704-11A-01R-2055-13	TCGA-CG-5722-11A-02R-1602-13	TCGA-BR-6458-11A-01R-1802-13	TCGA-HU-A4HB-11A-11R-A251-31	TCGA-CG-5734-11A-01R-1602-13	TCGA-IN-AB1V-11A-11R-A414-31	TCGA-FP-7829-11A-01R-2055-13	TCGA-BR-6453-11A-01R-1802-13	TCGA-BR-6457-11A-01R-1802-13	TCGA-IP-7968-11A-01R-2203-13	TCGA-HU-A4GN-11A-12R-A251-31	TCGA-HU-A4GP-11A-21R-A251-31	TCGA-CG-5730-11A-01R-1602-13	TCGA-IN-7806-11A-01R-2055-13	TCGA-BR-6454-11A-01R-1802-13	TCGA-BR-7715-11A-01R-2055-13	TCGA-CG-5733-11A-01R-1602-13	TCGA-BR-6852-11A-01R-1884-13	TCGA-BR-6802-11A-01R-1884-13	TCGA-HU-A4G3-11A-11R-A24K-31	TCGA-BR-7851-11A-01R-2203-13	TCGA-CG-5721-11A-01R-1602-13	TCGA-BR-7717-11A-01R-2055-13
AC010441.1	0	373.81	802.41	232.94	218.79	323.03	1457.23	708.18	221.86	314.17	301.33	759.08	363.56	271.48	780.44	796.86	186.4	555.41	490.14	575.03	1167.14	825	1088.92	540.19	295.11	356.05	358.54	212.78	318.57	420.68	764.36	223.41	262.2	476.71
TMEM210	100505993	0	0	0	0	0	1.81	0	0	8.85	0	0	0	0	0	0	1.23	0	0	7.46	35.25	0	0	0	0	0	0	0	0	0	0	0	0	0
RGMB	285704	819.3	3124.78	323.03	237.86	995	1477.58	2739.08	376.41	547.75	371.22	1066.48	1143.1	1388.16	1605.83	258.57	693.58	2701.35	902.89	587.13	480.04	1225.22	2090.03	327.56	387.02	607.87	791.35	708.18	620.67	607.87	2915.45	595.34	947.83	769.69
MFAP3	4238	256.78	244.57	373.81	223.41	221.86	155.5	258.57	373.81	231.32	356.05	226.54	318.57	262.2	283.05	205.5	414.87	256.78	221.86	293.07	336.79	165.57	285.03	232.94	295.11	175.07	253.23	193.01	215.77	209.84	241.19	244.57	232.94	199.85
INMT-FAM188B	11185	16.15	217.27	5.36	12.93	34.51	87.65	206.94	8.92	9.48	19.25	136.19	10	8.85	199.85	3.41	26.86	108.9	26.47	6.01	38.4	110.43	105.15	20.41	0.69	29.48	5.77	2.25	3.23	1.53	162.14	10.71	26.1	43.02
RGS8	85397	0	8.99	0	0	0.41	0	4.17	0	1.79	0	0.45	0	0	0	3.79	0.96	0.46	0	0	0	0	2.03	0	0	0	2.46	0	0	0	1.01	0	0	0
BTG4	54766	3.26	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0	0	0	1.43	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS9	64965	518.15	713.11	567.1	607.87	423.61	540.19	674.59	579.04	473.41	480.04	493.56	420.68	497	665.29	473.41	571.05	525.39	575.03	454.09	334.46	684.02	647.07	591.22	490.14	438.59	521.76	460.44	532.74	607.87	679.29	620.67	529.06	612.11
SLC8A2	6543	66.18	256.78	5.54	1.77	45.53	285.03	234.57	9.93	5.82	7.57	97.36	112.77	9.56	209.84	3.59	107.38	125.24	7.94	10.96	7.22	156.59	269.6	4.98	22.59	62.56	3.72	14.45	1.45	6.41	256.78	1.43	13.93	21.94
CTSK	1513	1498.22	2573.36	110.43	281.09	988.12	1685.71	1183.45	587.13	521.76	236.21	3103.19	497	507.46	1159.07	860.08	356.05	1870.53	808	738.29	764.36	1051.79	1175.27	791.35	147.06	1044.52	1794.29	791.35	1066.48	1769.57	860.08	669.92	651.58	1721.16
RP11-176H8.1	0	36.53	44.57	62.56	2.61	36.79	87.03	88.26	25.54	29.06	64.34	53.19	13.52	19.11	93.35	34.75	64.8	65.72	11.64	10.24	96.68	53.19	60.39	50.27	51.35	21.63	44.57	36.01	26.1	271.48	66.65	11.55	20.56	108.9
GALNTL6	442117	3.99	7.46	0	1.91	1.93	3.44	1.58	1.01	5.59	0	2.1	8.45	22.26	6.94	9.48	0.99	0	5.54	19.68	3.29	4.82	6.31	0.97	0	2.92	8	4.17	5.06	2.97	4.28	2.68	4.58	3.44
CLUH	23277	1508.65	1233.75	1119.56	909.17	1037.29	934.76	1037.29	2303.12	1685.71	2468.49	1208.34	1081.39	1104.13	1322.37	954.43	2573.36	1081.39	1088.92	1572.76	1806.78	836.53	1233.75	1437.15	1781.89	848.22	698.41	915.51	860.08	178.77	1369.04	1369.04	733.19	555.41
PTGIS	5740	665.29	2193.99	108.14	77.25	279.14	1023	1208.34	497	75.64	246.28	915.51	275.28	82.87	1104.13	108.9	921.88	1605.83	154.42	273.37	483.38	2255.7	860.08	163.28	181.28	285.03	113.56	54.72	38.4	114.36	733.19	248	31.67	178.77
OR5H6	79295	0	0	0	0	0	0	3.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF3	1999	10014.87	53.19	16496.96	8840.04	29736.59	5.23	0.61	13586.57	12160.22	9606.86	6516.03	15285.81	20881.4	4.28	6561.36	4607.24	1388.16	15075.35	12329.98	36357.37	947.83	1.23	9025.81	28328.16	25179.16	7032.37	13681.08	12329.98	3955.48	0.3	18052.61	9876.98	6079.61
C5orf24	134553	414.87	872.1	543.96	291.04	426.57	612.11	921.88	514.56	325.29	447.82	493.56	403.5	454.09	995	248	728.11	860.08	423.61	412	466.88	612.11	1037.29	316.37	432.53	318.57	429.54	314.17	381.68	514.56	1030.12	406.31	336.79	470.14
CCDC112	153733	124.37	151.22	106.63	228.13	97.36	92.05	154.42	115.16	102.25	82.29	157.68	84.04	191.67	241.19	112.77	102.97	145.02	159.9	77.25	77.25	189.02	236.21	80.57	67.59	90.77	180.02	125.24	75.64	151.22	229.72	178.77	185.11	142.01
GSDMC	56169	1.69	0	297.17	0	1.16	0	0	532.74	0	366.09	0	1.3	0.37	0	0.29	555.41	13.52	0.31	0	142.01	1.79	0.32	0	414.87	1.43	2.86	0	0.97	2.18	0	0	0.42	0.66
OR6C65	403282	0	0.8	0	0	0	0	2.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHDH	55349	363.56	14.35	2.76	603.67	497	22.26	23.59	17.25	332.14	13.72	303.44	532.74	579.04	11.21	164.42	24.11	30.34	387.02	486.75	124.37	91.41	21.94	229.72	12.45	129.69	154.42	217.27	312	218.79	31.22	426.57	103.69	98.04
ZNF550	162972	52.08	70.51	74.06	23.08	73.54	75.11	83.45	98.73	55.49	54.72	84.63	113.56	58.71	90.77	11.64	103.69	90.77	43.32	68.07	56.68	44.89	96.01	36.27	78.34	36.01	92.05	49.56	68.07	71	91.41	35.5	31.67	76.17
FOXD4L5	653427	0	0	0	0.44	0	0	0.52	0.55	0.93	0	0	0	0.61	0	0	0	0	0	0	0	0	1.06	0	0	0	0	0	0	0	0	0	0	0
PEG3	5178	75.64	269.6	57.89	10.39	38.67	283.05	289.02	19.97	13.22	37.32	201.25	135.24	16.63	417.77	13.12	70.51	146.03	15.11	34.51	28.45	291.04	412	45.21	25.17	48.18	14.03	10.63	3.96	35.76	392.44	25.54	9.85	84.04
OR4K14	122740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL2A1	597	154.42	124.37	10.79	20.86	88.88	9.27	7.06	4.74	134.3	20.56	90.77	56.28	96.01	57.89	43.63	7.22	8.58	170.25	42.71	94.01	121.79	37.05	71	7.51	206.94	1037.29	172.65	198.47	134.3	12.09	96.68	138.1	866.07
FAM117B	150864	78.89	61.25	164.42	70.51	103.69	34.75	45.21	139.07	72.52	173.85	86.43	97.36	130.6	65.26	73.54	236.21	59.55	90.14	85.22	123.5	62.12	71.5	80.01	121.79	87.03	87.65	83.45	122.64	51.35	65.26	124.37	66.65	84.63
SLC7A8	23428	1651	444.72	1721.16	2047	3742.05	878.17	389.72	1757.34	2682.69	1870.53	1540.37	4450.27	4903.87	262.2	1551.09	1977.24	457.25	1617	2816.11	1733.13	1487.87	314.17	1286.18	2075.59	2915.45	1467.37	3419.52	2555.58	1268.46	246.28	1331.57	3081.75	1242.34
PQLC3	130814	507.46	802.41	353.59	346.29	633.73	432.53	607.87	194.36	447.82	457.25	813.63	633.73	483.38	563.18	346.29	307.69	819.3	547.75	525.39	551.56	665.29	579.04	470.14	305.55	438.59	854.13	629.35	616.37	1277.29	521.76	412	679.29	947.83
CASP12	100506742	17.77	25.91	4.54	2.16	8.25	11.38	23.42	7.57	8.78	3.35	36.01	6.78	10.55	37.32	7.75	11.82	22.92	5.96	2.07	15.68	23.25	22.43	15.56	2.05	9.13	20.56	5.73	8.38	43.63	27.64	8.19	5.63	42.71
SREK1IP1	285672	157.68	450.94	679.29	264.03	173.85	275.28	438.59	603.67	194.36	507.46	177.53	144.01	231.32	500.46	305.55	432.53	226.54	287.01	183.82	638.15	698.41	444.72	223.41	318.57	234.57	287.01	251.48	171.45	387.02	414.87	258.57	361.04	212.78
ILF2	3608	1923.14	1477.58	2609.3	1427.22	2895.31	1583.71	1519.15	1963.57	2240.11	2451.44	2090.03	1883.54	2502.97	1540.37	1674.06	2163.77	1313.23	2682.69	2255.7	2956.17	1628.26	1397.83	1745.2	2400.97	2209.26	3018.3	2367.9	3280.18	3820.7	1378.57	1769.57	2434.5	3280.18
MED12L	116931	5.45	16.63	11.55	7.34	4.1	8.71	23.42	8.71	8.58	3.14	9.41	14.03	3.63	16.27	6.62	8	9.06	3.96	8.71	2.16	14.24	15.45	0.34	2.25	12.18	6.16	10.63	3.59	0.38	19.82	0.71	0	26.28
ZMYM6	9204	115.16	273.37	361.04	127.89	158.79	155.5	275.28	299.25	106.63	269.6	183.82	121.79	172.65	267.73	76.71	316.37	206.94	165.57	102.97	194.36	229.72	277.2	127	198.47	170.25	215.77	107.38	127	171.45	297.17	182.55	220.32	182.55
PDE6H	5149	0	0	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41
SPIB	6689	249.73	26.47	9.27	208.38	59.13	0.68	17	1.64	265.87	7.57	96.68	30.56	84.04	1.99	178.77	2.94	0.06	295.11	96.68	17.13	14.78	0.42	595.34	4.24	249.73	796.86	275.28	76.17	21.47	4.54	104.42	52.45	854.13
ZIC5	85416	0	0.42	0	1.23	0	0	0.39	0	0	0	0.72	0	0	0	3.38	0	0.39	0.8	0.4	1.06	0	0	14.03	0	0	0	0	0	0	0	4.03	0	0
CSH2	1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTCD	10841	14.35	18.43	8.45	38.12	3.03	13.42	22.26	0	13.32	0	14.78	8.13	6.36	28.04	25.72	0	15.22	19.68	47.17	2.03	31.22	30.34	28.65	4.74	4.9	0	0	0	11.55	19.11	4.54	4.43	5.41
FAM156B	29057	253.23	363.56	165.57	172.65	202.66	248	297.17	297.17	217.27	176.29	384.34	153.34	215.77	173.85	100.83	275.28	262.2	320.8	182.55	212.78	209.84	283.05	180.02	169.07	239.52	353.59	226.54	214.27	158.79	295.11	194.36	92.7	267.73
NGRN	51335	1561.89	2255.7	981.29	842.36	1551.09	4836.35	2434.5	928.3	1127.35	947.83	2351.53	1216.75	1467.37	2701.35	1216.75	1322.37	3081.75	1350.18	1250.98	1037.29	3060.45	2720.15	974.5	1277.29	1639.59	1651	1250.98	961.07	1685.71	2555.58	796.86	1331.57	1561.89
RPL13	6137	94628.34	104996.83	125731.67	62865.33	85283.74	122293.5	118949.35	76861.91	122293.5	110983.6	95286.54	92040.7	78476.96	90146.51	98646.85	73730.83	70238.75	149521.18	78476.96	107948.72	103551.29	90146.51	131071	78476.96	102125.66	186652.11	146444.06	114103.8	236256.4	81244.48	88905.42	147462.67	179048.63
SNIP1	79753	164.42	166.73	137.14	71	156.59	143.01	150.17	149.12	133.36	149.12	172.65	264.03	115.16	120.94	162.14	152.28	163.28	137.14	187.71	131.51	148.09	159.9	212.78	123.5	141.02	142.01	171.45	133.36	94.67	165.57	99.43	84.63	148.09
PLAC9	219348	860.08	2739.08	126.12	231.32	575.03	1594.73	2271.4	620.67	256.78	136.19	1662.49	327.56	143.01	1769.57	1037.29	285.03	1757.34	723.08	312	642.59	928.3	1594.73	698.41	98.73	642.59	808	320.8	206.94	2627.46	703.28	493.56	339.14	684.02
DKFZP761J1410	0	457.25	1388.16	305.55	112.77	607.87	1662.49	1594.73	400.71	283.05	312	1191.69	723.08	339.14	1417.35	281.09	473.41	1447.15	353.59	293.07	684.02	1208.34	1674.06	293.07	403.5	599.49	323.03	400.71	279.14	232.94	1529.73	214.27	217.27	441.64
COX15	1355	518.15	476.71	514.56	620.67	460.44	327.56	463.65	551.56	486.75	497	438.59	444.72	555.41	406.31	540.19	669.92	450.94	521.76	638.15	490.14	490.14	450.94	629.35	470.14	371.22	412	417.77	503.95	366.09	483.38	665.29	435.55	470.14
APOD	347	4181.07	12160.22	651.58	1359.57	3491.39	5183.54	15934.98	2796.65	1487.87	624.99	12329.98	3168.41	2935.74	7589.61	10014.87	2895.31	14065.74	4903.87	3349.13	2485.67	5441.3	5791.62	1151.06	1199.98	5112.16	5219.6	2148.82	1199.98	6887.62	5366.37	3280.18	2609.3	7331.05
CHORDC1	26973	303.44	323.03	514.56	151.22	490.14	229.72	358.54	279.14	226.54	273.37	450.94	215.77	209.84	356.05	325.29	450.94	336.79	323.03	195.72	346.29	432.53	441.64	265.87	493.56	239.52	514.56	279.14	343.89	341.51	387.02	336.79	164.42	591.22
NHSL2	340527	61.25	124.37	4.82	5.41	23.08	109.66	172.65	17.51	18.56	14.35	67.12	73.54	22.43	211.31	8.99	81.71	117.6	29.48	35.76	10.63	50.98	163.28	18.03	14.56	43.02	22.92	15.34	16.15	4.74	176.29	13.52	19.25	19.25
TMED7	51014	896.64	954.43	813.63	759.08	1225.22	769.69	961.07	728.11	703.28	808	878.17	1331.57	1216.75	1030.12	665.29	896.64	1081.39	1088.92	1191.69	909.17	961.07	1096.5	743.43	490.14	890.44	890.44	753.83	1143.1	1295.13	1199.98	988.12	890.44	890.44
NINJ2	4815	135.24	140.04	133.36	52.08	164.42	107.38	85.82	198.47	143.01	214.27	98.73	143.01	151.22	45.53	117.6	116.78	104.42	158.79	121.79	249.73	80.57	88.88	98.73	334.46	154.42	281.09	206.94	211.31	178.77	63.45	70.01	134.3	327.56
RGR	5995	8.78	24.63	0	4.62	0.78	6.84	74.58	0	4.54	3.23	12.18	28.04	9.13	15.8	3.47	1.51	0	7.22	8.92	0	7.82	5.19	10	4.1	12.93	4.31	6.78	0	11.64	5.11	0	0	6.89
BRMS1L	84312	74.06	186.4	181.28	37.32	111.99	119.26	183.82	186.4	53.95	175.07	137.14	91.41	96.01	194.36	58.3	208.38	163.28	74.58	61.68	96.01	185.11	234.57	43.32	122.64	75.11	124.37	73.54	128.79	131.51	217.27	48.52	64.34	131.51
IGDCC3	9543	10.47	10.63	0	0	2.36	0	7.11	0	1	1.51	8.65	2.05	3.76	1.69	0	0	1.55	1.07	1.6	0	1.64	13.83	1.01	0	3.86	2.23	5.11	4.1	2.81	9.7	1	0	9.2
HESX1	8820	22.43	19.11	17.9	8.06	13.83	8.85	33.78	29.91	25.17	12.55	24.81	0	44.25	15.91	8.85	36.27	21.94	4.98	10.16	9.06	41.81	26.47	7.22	13.42	13.32	75.11	13.22	14.89	12.83	17.13	8.32	17.25	73.54
MAGEA9	4108	2.34	0	0	1.17	0.3	0.72	0.35	0	3.99	0	0	1.33	3.92	0	0	0	0	0	5.06	0	0	0	2.29	0	1.79	5.54	5.45	4.03	4.1	1.13	0.33	0	25.17
ZNF611	81856	102.97	131.51	91.41	70.51	113.56	74.58	135.24	107.38	72.52	83.45	98.73	98.73	103.69	135.24	72.01	130.6	67.12	106.63	57.08	82.87	142.01	121.79	80.01	62.12	102.97	87.65	117.6	84.63	70.51	120.94	69.52	82.29	86.43
FCER2	2208	34.02	11.55	0	12.55	27.84	4.28	23.59	1.36	123.5	3.99	51.71	31.22	23.59	16.15	7.75	4.62	29.06	80.57	27.84	8.32	6.94	42.11	14.67	2.81	206.94	395.18	144.01	26.1	4.13	7.82	24.63	30.34	536.45
PDCD1	5133	75.11	15.22	0	20.11	60.39	9.48	6.01	2.89	101.54	8.78	55.49	56.68	52.08	18.97	17.13	25.91	1.23	31	50.27	14.24	6.89	9.13	30.12	10.71	102.97	299.25	137.14	140.04	55.89	3.47	31	37.32	353.59
ATP9B	374868	447.82	363.56	320.8	221.86	1242.34	332.14	483.38	392.44	836.53	325.29	587.13	954.43	1183.45	389.72	269.6	473.41	334.46	463.65	521.76	265.87	412	336.79	169.07	361.04	884.29	733.19	660.68	1662.49	921.88	397.93	389.72	1044.52	785.88
KIAA1143	57456	239.52	525.39	260.38	170.25	307.69	373.81	525.39	320.8	239.52	346.29	368.65	325.29	277.2	486.75	198.47	406.31	395.18	297.17	182.55	323.03	400.71	595.34	246.28	218.79	273.37	341.51	285.03	277.2	480.04	547.75	194.36	277.2	384.34
MYO15B	80022	15499.21	3665.02	947.83	21320.18	3081.75	947.83	2148.82	1388.16	9673.69	915.51	4210.15	2627.46	1331.57	1561.89	13399.51	947.83	1286.18	9215.48	9025.81	703.28	4358.66	2133.97	15715.58	718.08	2816.11	1617	796.86	921.88	595.34	1781.89	23656.34	470.14	1081.39
ZNF134	7693	151.22	262.2	202.66	76.71	237.86	271.48	275.28	186.4	135.24	201.25	187.71	255	260.38	267.73	72.01	281.09	312	121.79	156.59	170.25	162.14	271.48	84.04	195.72	166.73	193.01	214.27	140.04	173.85	323.03	85.82	150.17	186.4
NECAB2	54550	30.78	18.16	0	2.43	31.67	6.26	24.11	5.11	11.82	0	26.67	33.3	26.28	13.42	24.63	15.11	6.06	13.12	4.21	1.31	7.22	19.11	0	4.17	21.32	18.56	10.16	15.22	40.64	6.62	12.36	0	7
KCNA5	3741	189.02	309.83	9.56	2.18	76.17	511	163.28	47.17	3.2	4.13	624.99	72.52	1.66	242.88	16.39	182.55	115.97	43.94	31.67	15.8	599.49	444.72	9.06	116.78	143.01	27.64	7.57	2.23	8.32	343.89	4.21	1	215.77
PDE11A	50940	9.85	3.76	0	10.16	6.52	1.43	12.83	0.57	8.78	0	3.35	4.94	12.93	2.94	5.63	1.87	10.39	12.64	11.64	3.41	1.93	3.82	8.58	0	12	3.29	7.4	8.51	3.76	2.43	22.75	5.36	6.06
PHF3	23469	341.51	476.71	312	248	318.57	299.25	500.46	454.09	232.94	244.57	412	327.56	384.34	665.29	170.25	599.49	483.38	303.44	283.05	236.21	381.68	543.96	231.32	285.03	297.17	309.83	265.87	175.07	161.02	616.37	376.41	285.03	273.37
MRPS12	6183	947.83	514.56	902.89	866.07	866.07	547.75	536.45	575.03	1540.37	1030.12	551.56	866.07	884.29	371.22	1331.57	551.56	395.18	1417.35	1135.2	928.3	454.09	493.56	1651	819.3	796.86	1605.83	1605.83	1909.85	2739.08	454.09	860.08	1781.89	1697.45
THEM6	51337	669.92	205.5	371.22	638.15	825	226.54	248	403.5	785.88	525.39	624.99	896.64	796.86	169.07	743.43	480.04	291.04	708.18	791.35	497	251.48	228.13	785.88	603.67	514.56	532.74	796.86	1030.12	500.46	212.78	679.29	723.08	540.19
GMPPB	29925	825	158.79	595.34	417.77	1167.14	167.9	144.01	587.13	1167.14	473.41	361.04	1540.37	988.12	90.14	684.02	490.14	163.28	915.51	854.13	607.87	204.07	113.56	796.86	450.94	981.29	679.29	1044.52	1583.71	536.45	84.04	612.11	1159.07	703.28
HOXD9	3235	13.83	18.29	2.92	5.28	11.55	7.94	12.18	11.73	6.31	6.21	8.92	20.11	6.57	6.78	4.62	14.03	14.35	13.52	10.79	40.93	7.82	19.82	7.69	23.08	6.11	29.27	8.78	17.38	24.28	5.36	7.46	3.47	11.64
TPX2	22974	162.14	6.36	265.87	142.01	303.44	3.32	1.53	361.04	293.07	269.6	39.22	147.06	173.85	3.47	119.26	277.2	15.34	208.38	153.34	178.77	9.63	2.94	136.19	289.02	198.47	208.38	159.9	312	92.05	2.43	536.45	283.05	432.53
EIF3L	51386	9474.59	14461.21	8538.88	7382.04	9344.14	21768.19	18819.27	11345.82	9025.81	8901.53	13776.25	9876.98	11035.54	14065.74	8134.41	12076.21	11992.79	11745.96	10659.59	8363.13	15392.14	15392.14	8901.53	11584.24	10659.59	12764.83	9673.69	9474.59	12676.65	12676.65	8538.88	10959.3	11664.82
EIF2B3	8891	264.03	351.14	329.84	120.1	356.05	540.19	400.71	275.28	221.86	327.56	368.65	271.48	301.33	423.61	197.09	303.44	470.14	309.83	239.52	314.17	334.46	417.77	175.07	297.17	279.14	373.81	251.48	454.09	507.46	417.77	189.02	277.2	438.59
ASB16	92591	37.32	161.02	11.3	9.41	28.45	75.11	199.85	28.24	13.72	18.03	100.83	44.25	18.16	105.15	12.45	42.41	140.04	21.16	8.92	20.56	155.5	162.14	15.91	17.25	50.27	23.42	14.45	6.57	9.93	156.59	12.74	14.45	14.45
KRTAP19-2	337969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLECL1	160365	39.79	2.14	4.7	6.62	29.7	3.63	9.48	6.62	38.67	7.28	31.9	24.99	32.59	8.06	25.35	8.58	0	71	25.72	9.27	8.51	9.63	31	3.2	71	251.48	99.43	67.59	45.53	3.86	18.84	83.45	236.21
C10orf118	55088	264.03	191.67	444.72	309.83	281.09	102.25	197.09	551.56	202.66	412	187.71	262.2	420.68	189.02	232.94	500.46	214.27	279.14	279.14	289.02	173.85	223.41	249.73	297.17	187.71	251.48	218.79	191.67	246.28	255	518.15	285.03	177.53
SNX15	29907	651.58	656.11	473.41	595.34	555.41	642.59	620.67	356.05	551.56	536.45	854.13	551.56	397.93	713.11	559.28	432.53	796.86	551.56	547.75	575.03	791.35	848.22	693.58	575.03	525.39	525.39	583.07	457.25	384.34	733.19	583.07	460.44	651.58
LAIR2	3904	9.34	5.92	0	15.34	4.78	0	5.77	1.01	17.38	0	2.2	5.82	20.71	0	3.23	0	0.34	30.34	7.17	3.29	3.35	0	0	0	43.94	49.21	30.34	49.56	6.21	0.72	21.16	6.21	57.89
C20orf141	128653	0	3.69	0	0	0	0	8.65	2.14	0	0	0	0	0	0	0	0	0	0	0	4.24	0	1.66	0	0	0	0	0	0	0	0	0	0	0
TK2	7084	392.44	366.09	314.17	373.81	332.14	384.34	392.44	293.07	295.11	271.48	426.57	450.94	379.04	316.37	260.38	361.04	514.56	341.51	406.31	397.93	379.04	343.89	249.73	327.56	457.25	384.34	318.57	318.57	204.07	244.57	293.07	309.83	312
PELI2	57161	201.25	134.3	47.5	293.07	291.04	81.71	112.77	142.01	248	57.08	161.02	361.04	327.56	137.14	197.09	182.55	116.78	156.59	209.84	77.25	156.59	122.64	140.04	69.52	212.78	149.12	185.11	172.65	150.17	110.43	329.84	249.73	136.19
SERPINB3	6317	0	0.49	14262.1	0	0	0	1.57	10808.41	0	7382.04	0	0	0	0	0	7537.18	660.68	0	0	16960.78	0	0	0	7749.1	0	0.48	0	0	0	0	0	0	0
CLN3	1201	1447.15	559.28	656.11	1407.55	1806.78	476.71	444.72	612.11	1844.76	738.29	1104.13	1963.57	1277.29	403.5	1551.09	607.87	563.18	1437.15	1498.22	878.17	571.05	457.25	1388.16	872.1	1340.84	1331.57	1617	1322.37	915.51	348.71	1397.83	1508.65	1096.5
MMP28	79148	503.95	713.11	358.54	896.64	796.86	414.87	281.09	237.86	473.41	438.59	547.75	796.86	518.15	438.59	612.11	429.54	563.18	470.14	543.96	356.05	830.75	693.58	660.68	444.72	825	190.34	486.75	287.01	902.89	529.06	555.41	275.28	248
ARSJ	79642	68.07	148.09	50.98	11.21	271.48	84.04	132.44	88.26	54.33	99.43	106.63	217.27	150.17	158.79	22.92	113.56	148.09	50.98	55.1	125.24	92.05	124.37	30.34	72.01	81.14	37.32	53.19	66.18	152.28	144.01	28.24	39.79	39.22
GTPBP4	23560	351.14	429.54	384.34	198.47	406.31	435.55	525.39	490.14	406.31	536.45	417.77	376.41	463.65	454.09	470.14	595.34	318.57	395.18	314.17	348.71	373.81	450.94	209.84	376.41	432.53	466.88	334.46	409.15	301.33	414.87	297.17	336.79	392.44
LSP1	4046	2816.11	1167.14	559.28	688.78	2119.22	1551.09	1008.9	665.29	2193.99	733.19	2682.69	2148.82	2119.22	708.18	1697.45	791.35	1628.26	2224.63	2645.74	921.88	651.58	1111.82	1769.57	728.11	3039.3	5292.48	4210.15	2434.5	1268.46	796.86	1151.06	2303.12	4575.41
SLC25A2	83884	5.54	3.53	0.99	3.96	0.45	0	4.17	1.06	1.85	1.81	3.99	0	2.89	0	0	0	0	0	1	0.96	4.43	2.1	1.89	0	0	0	0	0.96	0	0	0	0	3.35
IL24	11009	31.22	4.7	7.06	7.51	10.55	6.26	8.71	13.32	43.94	6.26	22.92	9.63	33.54	3.82	14.78	4.46	1.64	48.52	25.72	9.7	7.4	6.73	3.47	3.08	56.68	229.72	60.39	17.38	9.78	0	17.51	44.25	143.01
CPNE6	9362	69.03	51.35	12.55	90.77	13.12	169.07	64.34	3.56	41.52	5.92	36.27	19.53	2.48	33.78	69.03	39.5	10.39	31	51.71	100.13	81.71	37.59	59.97	5.02	20.71	13.52	5.45	0.95	7.4	18.56	40.64	17.13	12.74
MIB1	57534	133.36	264.03	176.29	89.51	126.12	151.22	244.57	277.2	96.68	156.59	187.71	166.73	183.82	265.87	62.12	373.81	223.41	102.25	131.51	158.79	201.25	291.04	74.06	139.07	137.14	128.79	119.26	122.64	85.22	314.17	127.89	70.51	131.51
RING1	6015	866.07	961.07	620.67	723.08	974.5	1233.75	842.36	450.94	1008.9	808	1191.69	1044.52	813.63	915.51	921.88	460.44	860.08	921.88	802.41	981.29	928.3	1015.93	753.83	624.99	995	1088.92	1191.69	656.11	1081.39	1044.52	679.29	1340.84	1096.5
RNF115	27246	316.37	679.29	220.32	277.2	400.71	638.15	748.61	269.6	232.94	327.56	563.18	301.33	341.51	575.03	148.09	381.68	1096.5	305.55	312	334.46	503.95	476.71	234.57	314.17	325.29	301.33	269.6	332.14	361.04	603.67	287.01	339.14	532.74
PFN4	375189	4.82	8.25	46.5	1.62	2.51	12.64	25.35	13.62	19.82	12.18	16.15	14.56	11.64	24.81	0	12.55	16.63	3.56	12.18	18.16	7.63	18.97	1.83	11.13	6.11	15	22.26	7.51	6.73	21.16	4.17	25.54	12.64
CSK	1445	1467.37	361.04	2004.85	915.51	1259.69	353.59	318.57	1950	1447.15	2148.82	830.75	1167.14	1066.48	275.28	866.07	2119.22	490.14	1135.2	1037.29	1487.87	373.81	389.72	1159.07	1963.57	1487.87	2163.77	1407.55	1159.07	450.94	283.05	1242.34	1066.48	1709.26
OR2T33	391195	1.5	0	0	0	0	1.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82	0	0	0	0	0	0	0	0	0	0	0	2.61
